Age,BusinessTravel,DailyRate,EducationField,EmployeeCount,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,JobRole
33,Travel_Rarely,461,Life Sciences,1,Single,3452,17241,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2,No,REsEArCh & DEvElopMeNT,13.0,1.0,995.0,2.0,feMALe,53.0,3.0,1.0,4.0,Research Scientist
45,Travel_Rarely,974,Medical,1,Divorced,2270,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2,No,Research & Development,1.0,4.0,996.0,4.0,Fem,91.0,,1.0,4.0,Laboratory Technician
50,Travel_Rarely,1126,Medical,1,Divorced,17399,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3,No,Research & Development,1.0,2.0,997.0,,MAlE,66.0,3.0,4.0,4.0,Research Director
33,Travel_Frequently,827,Other,1,Married,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2,No,Research & Development,1.0,4.0,998.0,3.0,Female,84.0,,2.0,2.0,Healthcare Representative
41,Travel_Frequently,840,Medical,1,Divorced,19419,3735,2,Y,No,17,3,2,80,1,21,2,4,18,16,0,11,No,Research & Development,9.0,3.0,999.0,1.0,Male,64.0,,5.0,3.0,Research Director
27,Travel_Rarely,1134,Technical Degree,1,Married,2811,12086,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2,No,Research & Development,16.0,4.0,10.0,3.0,Female,37.0,3.0,,2.0,Laboratory Technician
45,Non-Travel,248,Life Sciences,1,Married,3633,14039,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8,No,Research & Development,23.0,2.0,1002.0,,Male,42.0,3.0,2.0,1.0,Laboratory Technician
47,Travel_Rarely,955,Life Sciences,1,Single,4163,8571,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7,No,Sales,4.0,2.0,1003.0,4.0,Female,83.0,3.0,2.0,4.0,Sales Executive
30,Travel_Rarely,138,Life Sciences,1,Married,2132,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1,Yes,Research & Development,22.0,3.0,1004.0,1.0,,4.0,,1.0,3.0,Research Scientist
50,Travel_Rarely,939,Life Sciences,1,Married,13973,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5,No,Research & Development,24.0,3.0,1005.0,4.0,Male,9.0,3.0,4.0,3.0,Manufacturing Director
38,Travel_Frequently,1391,Medical,1,Married,2684,12127,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2,No,Research & Development,1.0,1.0,1006.0,3.0,Male,66.0,3.0,1.0,3.0,Research Scientist
46,Travel_Rarely,566,Medical,1,Divorced,10845,24208,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7,No,Research & Development,7.0,2.0,1007.0,4.0,Male,75.0,3.0,3.0,3.0,Manufacturing Director
24,Travel_Rarely,1206,Medical,1,Divorced,4377,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2,No,Research & Development,17.0,1.0,1009.0,4.0,Female,41.0,2.0,2.0,3.0,Manufacturing Director
35,Travel_Rarely,622,Other,1,Divorced,3743,10074,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2,Yes,Research & Development,14.0,4.0,1010.0,3.0,Male,39.0,2.0,1.0,2.0,Laboratory Technician
31,Travel_Frequently,853,Life Sciences,1,Married,4148,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3,No,Research & ,,1.0,10.0,3.0,fEMALE,,3.0,2.0,1.0,Manufacturing Director
18,Non-Travel,287,Life Sciences,1,Single,1051,13493,1,Y,No,15,3,4,80,0,0,2,3,0,0,0,0,No,Research & Development,5.0,2.0,1012.0,2.0,Male,73.0,3.0,1.0,4.0,Research Scientist
54,Travel_Rarely,1441,Technical Degree,1,Married,10739,13943,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8,No,Research & Development,17.0,,1013.0,3.0,FeMALE,56.0,3.0,3.0,3.0,Manufacturing Director
35,Travel_Rarely,583,Medical,1,Divorced,10388,6975,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1,No,Research & Development,25.0,4.0,1014.0,3.0,FeMALE,57.0,3.0,3.0,3.0,Healthcare Representative
30,Travel_Rarely,153,Life Sciences,1,Married,11416,17802,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7,No,Research & Development,8.0,2.0,1015.0,2.0,,73.0,4.0,3.0,1.0,Research Director
20,Travel_Rarely,1097,Medical,1,Single,2600,18275,1,Y,Yes,15,3,1,80,0,1,2,3,1,0,0,0,Yes,,11.0,3.0,1016.0,4.0,Female,98.0,2.0,1.0,1.0,Research Scientist
30,Travel_Frequently,109,Medical,1,Single,2422,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2,Yes,Research & Development,5.0,3.0,1017.0,2.0,Female,60.0,3.0,1.0,2.0,Laboratory Technician
26,Travel_Rarely,1066,Medical,1,Married,5472,3334,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3,No,Research & Development,2.0,2.0,1018.0,,Male,32.0,4.0,2.0,4.0,Manufacturing Director
22,Travel_Rarely,217,Life Sciences,1,Married,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1,No,Research & ,8.0,1.0,1019.0,2.0,Male,94.0,1.0,1.0,1.0,Laboratory Technician
48,Travel_Rarely,277,Life Sciences,1,Single,4240,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2,No,Research & Development,6.0,3.0,,1.0,Male,97.0,2.0,2.0,,Healthcare Representative
48,Travel_Rarely,1355,Life Sciences,1,Single,10999,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8,No,Research & ,,4.0,1024.0,3.0,Male,7.0,2.0,3.0,3.0,Healthcare Representative
41,Travel_Rarely,549,Medical,1,Single,5003,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1,No,Research & ,7.0,2.0,1025.0,,Female,42.0,3.0,2.0,3.0,Manufacturing Director
39,Travel_Rarely,466,Life Sciences,1,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8,No,Research & Development,1.0,1.0,1026.0,4.0,Female,65.0,2.0,4.0,4.0,Manufacturing Director
27,Travel_Rarely,1055,Life Sciences,1,Married,4227,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2,No,Research & Development,2.0,4.0,1027.0,1.0,,47.0,3.0,2.0,4.0,Manufacturing Director
35,Travel_Rarely,802,Other,1,Divorced,3917,9541,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2,No,Research & Development,10.0,3.0,1028.0,2.0,Ma,,,,4.0,Laboratory Technician
42,Travel_Rarely,265,Marketing,1,Married,18303,7770,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0,No,Sales,5.0,2.0,1029.0,,Male,90.0,,,3.0,Manager
50,Travel_Rarely,804,Life Sciences,1,Married,2380,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0,No,Research & Development,9.0,3.0,1030.0,1.0,Male,,3.0,1.0,,Laboratory Technician
59,Travel_Rarely,715,Life Sciences,1,Single,13726,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3,No,Research & Development,2.0,3.0,1032.0,3.0,feMaLE,69.0,2.0,4.0,4.0,Manufacturing Director
37,Travel_Rarely,1141,Medical,1,Married,4777,14382,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0,Yes,Research & Development,11.0,2.0,1033.0,1.0,Female,61.0,1.0,2.0,2.0,Healthcare Representative
55,Travel_Frequently,135,Medical,1,Married,6385,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7,No,Research & Development,18.0,4.0,1034.0,3.0,Male,62.0,3.0,,2.0,Healthcare Representative
41,Non-Travel,247,Life Sciences,1,Divorced,19973,20284,1,Y,No,22,4,2,80,2,21,3,3,21,16,5,10,No,Research & Development,7.0,1.0,,2.0,Female,55.0,1.0,5.0,3.0,Research Director
38,Travel_Rarely,1035,Life Sciences,1,Single,6861,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0,No,Sales,3.0,4.0,,2.0,,42.0,3.0,2.0,4.0,Sales Executive
26,Non-Travel,265,Medical,1,Single,4969,21813,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2,Yes,Sales,29.0,2.0,1037.0,2.0,Male,79.0,1.0,2.0,1.0,Sales Executive
52,Travel_Rarely,266,Marketing,1,Married,19845,25846,1,Y,No,15,3,4,80,1,33,3,3,32,14,6,9,Yes,Sales,2.0,1.0,1038.0,1.0,,57.0,1.0,5.0,4.0,Manager
44,Travel_Rarely,1448,Medical,1,Married,13320,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11,No,Sales,28.0,3.0,1039.0,4.0,Female,5.0,4.0,4.0,4.0,Sales Executive
50,Non-Travel,145,Life Sciences,1,Married,6347,24920,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13,No,Sales,,3.0,1040.0,4.0,Female,95.0,3.0,2.0,,Sales Executive
36,Travel_Rarely,885,Life Sciences,1,Single,2743,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14,Yes,rEsEarch & DEVelOpmenT,16.0,4.0,1042.0,3.0,Female,43.0,4.0,1.0,1.0,Laboratory Technician
39,Travel_Frequently,945,Medical,1,Single,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8,No,Research & Development,22.0,3.0,1043.0,4.0,Female,82.0,3.0,3.0,1.0,Manufacturing Director
33,Non-Travel,1038,Life Sciences,1,Single,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2,No,sAlEs,8.0,1.0,1044.0,2.0,Female,88.0,2.0,1.0,4.0,Sales Representative
45,Travel_Rarely,1234,Life Sciences,1,Married,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1,No,Sales,11.0,2.0,1045.0,4.0,Female,90.0,3.0,4.0,4.0,Manager
32,Non-Travel,1109,Medical,1,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,No,Research & Development,,4.0,1046.0,4.0,Female,69.0,,1.0,3.0,Laboratory Technician
34,Travel_Rarely,216,Marketing,1,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,No,SaLEs,1.0,4.0,,2.0,Male,75.0,4.0,2.0,4.0,Sales Executive
59,Travel_Rarely,1089,Technical Degree,1,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,No,Sa,1.0,2.0,10.0,2.0,Male,66.0,3.0,,4.0,Manager
45,Travel_Rarely,788,Medical,1,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,No,Human R,24.0,,1049.0,,Male,36.0,3.0,1.0,2.0,Human Resources
53,Travel_Frequently,124,Marketing,1,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,No,Sales,2.0,3.0,1050.0,3.0,Female,38.0,2.0,3.0,2.0,Sales Executive
36,Travel_Rarely,660,Other,1,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Yes,Research & Development,15.0,3.0,1052.0,1.0,Male,81.0,,2.0,3.0,Laboratory Technician
26,Travel_Frequently,342,Life Sciences,1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Yes,reseARCH & dEvELOpMeNT,2.0,3.0,1053.0,1.0,Male,57.0,3.0,,1.0,Research Scientist
34,Travel_Rarely,1333,Life Sciences,1,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,No,Sales,1.0,4.0,1055.0,3.0,Fem,8.0,3.0,1.0,3.0,Sales Representative
28,Travel_Rarely,1144,Medical,1,Married,1052,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0,No,Sales,1.0,,,4.0,Male,74.0,3.0,1.0,2.0,Sales Representative
38,Travel_Frequently,1186,Other,1,Married,2821,2997,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2,No,Research & ,3.0,4.0,1060.0,3.0,Male,44.0,,1.0,3.0,Research Scientist
50,Travel_Rarely,1464,Medical,1,Married,19237,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7,No,Research & Development,2.0,4.0,1061.0,2.0,Male,62.0,3.0,5.0,3.0,Research Director
37,Travel_Rarely,124,Other,1,Single,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,No,Research & Development,3.0,3.0,1062.0,4.0,Female,35.0,,2.0,2.0,Healthcare Representative
40,Travel_Rarely,300,Marketing,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,No,Sales,26.0,3.0,1066.0,3.0,Male,74.0,3.0,2.0,1.0,Sales Executive
26,Travel_Frequently,921,Medical,1,Divorced,2007,25265,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3,No,Research & Development,1.0,1.0,1068.0,,Female,66.0,2.0,1.0,3.0,Research Scientist
46,Travel_Rarely,430,Medical,1,Divorced,19627,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2,No,researCH & dEVelopMent,,4.0,1069.0,4.0,Male,,3.0,5.0,,Research Director
54,Travel_Rarely,1082,Life Sciences,1,Married,10686,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0,No,Sales,2.0,4.0,1070.0,3.0,Fem,41.0,2.0,3.0,3.0,Sales Executive
56,Travel_Frequently,1240,Medical,1,Married,2942,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3,No,Research & Development,9.0,3.0,1071.0,1.0,Female,63.0,3.0,1.0,3.0,Research Scientist
36,Travel_Rarely,796,Medical,1,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8,No,Research & Development,12.0,5.0,1073.0,4.0,Female,51.0,2.0,3.0,4.0,Manufacturing Director
55,Non-Travel,444,Medical,1,Single,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2,No,Research & Development,2.0,1.0,1074.0,3.0,Male,40.0,2.0,4.0,1.0,Manager
43,Travel_Rarely,415,Medical,1,Divorced,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0,No,Sales,25.0,3.0,10.0,3.0,Male,79.0,2.0,3.0,,Sales Executive
20,Travel_Frequently,769,Marketing,1,Single,2323,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2,Yes,Sales,9.0,3.0,1077.0,4.0,Female,54.0,3.0,1.0,4.0,Sales Representative
21,Travel_Rarely,1334,Life Sciences,1,Single,1416,17258,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0,Yes,Research & Development,10.0,3.0,1079.0,3.0,Fem,36.0,2.0,,1.0,Laboratory Technician
46,Travel_Rarely,1003,Life Sciences,1,Divorced,4615,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7,No,Research & Development,8.0,4.0,1080.0,4.0,Female,74.0,2.0,,1.0,Research Scientist
51,Travel_Rarely,1323,Life Sciences,1,Married,2461,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7,Yes,Research & ,4.0,4.0,1081.0,1.0,Male,34.0,3.0,1.0,3.0,Research Scientist
28,Non-Travel,1366,Technical Degree,1,Single,8722,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9,Yes,Research & Development,24.0,2.0,,2.0,Male,72.0,2.0,3.0,1.0,Healthcare Representative
26,Travel_Rarely,192,Medical,1,Married,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3,No,Research & Development,1.0,2.0,1083.0,1.0,Male,59.0,2.0,1.0,1.0,Laboratory Technician
30,Travel_Rarely,1176,Other,1,Married,9957,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2,No,Research & Development,20.0,3.0,,3.0,Male,85.0,,2.0,1.0,Manufacturing Director
41,Travel_Rarely,509,Technical Degree,1,Married,3376,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8,No,Research & Development,,2.0,1085.0,2.0,,43.0,4.0,,3.0,Research Scientist
38,Travel_Rarely,330,Life Sciences,1,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,No,Research & Development,17.0,1.0,1088.0,3.0,Female,65.0,,3.0,3.0,Healthcare Representative
40,Travel_Rarely,1492,Technical Degree,1,Married,10322,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1,No,Research & Development,20.0,4.0,1092.0,1.0,Male,61.0,,3.0,,Healthcare Representative
27,Non-Travel,1277,Life Sciences,1,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,No,Research & ,8.0,5.0,1094.0,1.0,Male,87.0,1.0,1.0,3.0,Laboratory Technician
55,Travel_Frequently,1091,Life Sciences,1,Married,10976,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2,No,Research & ,2.0,1.0,1096.0,4.0,Male,65.0,3.0,3.0,2.0,Manufacturing Director
28,Travel_Rarely,857,Other,1,Single,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7,No,Research & Development,10.0,3.0,1097.0,3.0,Fem,59.0,3.0,2.0,3.0,Research Scientist
44,Travel_Rarely,1376,Medical,1,Married,10482,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6,Yes,Human Resources,1.0,2.0,1098.0,2.0,MAle,91.0,2.0,3.0,1.0,Human Resources
33,Travel_Rarely,654,Life Sciences,1,Divorced,7119,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2,No,Research & Development,5.0,3.0,1099.0,4.0,Male,34.0,2.0,3.0,4.0,Healthcare Representative
35,Travel_Rarely,1204,Technical Degree,1,Single,9582,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7,Yes,Sales,4.0,3.0,1100.0,4.0,Male,86.0,3.0,,,Sales Executive
33,Travel_Frequently,827,Medical,1,Single,4508,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8,Yes,Research & Development,29.0,4.0,1101.0,1.0,Female,5.0,2.0,2.0,3.0,Research Scientist
28,Travel_Rarely,895,Life Sciences,1,Divorced,2207,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2,No,Research & Development,15.0,2.0,1102.0,1.0,Male,50.0,3.0,1.0,,Laboratory Technician
34,Travel_Frequently,618,Life Sciences,1,Single,7756,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4,No,Research & Development,3.0,1.0,1103.0,1.0,Male,45.0,3.0,2.0,4.0,Healthcare Representative
37,Travel_Rarely,309,Life Sciences,1,Divorced,6694,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0,No,Sales,10.0,,1105.0,4.0,Female,88.0,2.0,2.0,4.0,Sales Executive
25,Travel_Rarely,1219,Technical Degree,1,Married,3691,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6,Yes,REsEArch & dEVeLOPmENT,,1.0,1106.0,4.0,Male,32.0,3.0,1.0,4.0,Laboratory Technician
26,Travel_Rarely,1330,Medical,1,Divorced,2377,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0,Yes,Research & Development,21.0,3.0,11.0,1.0,Male,3.0,3.0,1.0,3.0,Laboratory Technician
33,Travel_Rarely,1017,Medical,1,Single,2313,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2,Yes,Research & Development,25.0,3.0,1108.0,1.0,Male,55.0,2.0,1.0,2.0,Research Scientist
42,Travel_Rarely,469,Medical,1,Married,17665,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7,No,Research & Development,,2.0,1109.0,4.0,Male,35.0,3.0,4.0,1.0,Manager
28,Travel_Frequently,1009,Medical,1,Divorced,2596,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0,Yes,Research & Development,1.0,3.0,1111.0,1.0,,45.0,2.0,1.0,,Laboratory Technician
50,Travel_Frequently,959,Other,1,Single,4728,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0,Yes,Sales,1.0,4.0,1113.0,4.0,Male,81.0,3.0,2.0,3.0,Sales Executive
33,Travel_Frequently,970,Life Sciences,1,Married,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,No,Sa,7.0,3.0,1114.0,4.0,Female,30.0,3.0,2.0,2.0,Sales Executive
34,Non-Travel,697,Life Sciences,1,Married,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,No,Research & ,3.0,4.0,1115.0,3.0,MalE,40.0,,1.0,,Research Scientist
48,Non-Travel,1262,Medical,1,Single,16885,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1,No,Research & ,1.0,4.0,1116.0,1.0,Male,3.0,4.0,4.0,,Manager
45,Non-Travel,1050,Life Sciences,1,Married,5593,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12,No,Sales,9.0,4.0,1117.0,2.0,Female,65.0,2.0,2.0,3.0,Sales Executive
52,Travel_Rarely,994,Life Sciences,1,Single,10445,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0,No,RESeaRCh & dEvElopmENT,,4.0,1118.0,2.0,Male,,3.0,3.0,2.0,Healthcare Representative
38,Travel_Rarely,770,Marketing,1,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7,No,Sales,10.0,4.0,1119.0,3.0,Male,73.0,2.0,3.0,3.0,Sales Executive
29,Travel_Rarely,1107,Life Sciences,1,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7,No,Research & Development,28.0,4.0,1120.0,3.0,Female,93.0,3.0,,,Research Scientist
28,Travel_Rarely,950,Medical,1,Divorced,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7,No,reSEarCh & devELOPmenT,3.0,3.0,1121.0,4.0,Female,,3.0,3.0,2.0,Manufacturing Director
46,Travel_Rarely,406,Marketing,1,Married,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9,No,Sales,3.0,1.0,1124.0,1.0,Male,52.0,3.0,4.0,3.0,Manager
38,Travel_Rarely,130,Marketing,1,Single,7351,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0,No,Sa,2.0,,1125.0,4.0,Male,32.0,3.0,3.0,2.0,Sales Executive
43,Travel_Frequently,1082,Life Sciences,1,Married,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1,No,Research & ,27.0,3.0,1126.0,3.0,Female,83.0,3.0,3.0,1.0,Manufacturing Director
39,Travel_Frequently,203,Life Sciences,1,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5,Yes,Research & Development,2.0,3.0,1127.0,1.0,Male,84.0,3.0,,4.0,Healthcare Representative
40,Travel_Rarely,1308,Medical,1,Single,19626,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9,No,rESEarch & DevelOPmENt,14.0,3.0,1128.0,3.0,Male,44.0,2.0,5.0,3.0,Research Director
21,Travel_Rarely,984,Technical Degree,1,Single,2070,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2,No,Research & Development,1.0,1.0,1131.0,4.0,Female,70.0,2.0,1.0,2.0,Research Scientist
39,Non-Travel,439,Life Sciences,1,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,No,Research & Development,9.0,3.0,1132.0,3.0,Male,70.0,3.0,2.0,,Laboratory Technician
36,Non-Travel,217,Life Sciences,1,Single,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9,No,Research & Development,18.0,4.0,1133.0,1.0,Male,78.0,3.0,2.0,4.0,Manufacturing Director
31,Travel_Frequently,793,Life Sciences,1,Married,2791,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2,No,Sales,20.0,,1135.0,3.0,Male,67.0,4.0,1.0,4.0,Sales Representative
28,Travel_Rarely,1451,Life Sciences,1,Married,3201,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4,No,Research & Development,2.0,1.0,1136.0,1.0,Ma,67.0,2.0,1.0,2.0,Research Scientist
35,Travel_Frequently,1182,Marketing,1,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2,No,Sa,11.0,2.0,1137.0,4.0,Male,54.0,3.0,2.0,4.0,Sales Executive
49,Travel_Rarely,174,Technical Degree,1,Married,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3,No,Sales,8.0,,,4.0,Male,56.0,2.0,4.0,2.0,Sales Executive
34,Travel_Frequently,1003,Life Sciences,1,Single,4033,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2,No,Research & Development,2.0,2.0,1140.0,4.0,Ma,95.0,3.0,2.0,3.0,Manufacturing Director
29,Travel_Frequently,490,Life Sciences,1,Divorced,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1,No,Research & Development,10.0,3.0,1143.0,4.0,Female,61.0,3.0,1.0,2.0,Research Scientist
42,Travel_Rarely,188,Medical,1,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0,No,Research & Development,,3.0,1148.0,2.0,maLe,56.0,1.0,,4.0,Laboratory Technician
29,Travel_Rarely,718,Medical,1,Married,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2,No,Research & Development,,1.0,1150.0,2.0,Male,79.0,2.0,2.0,4.0,Manufacturing Director
38,Travel_Rarely,433,Human Resources,1,Married,2844,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0,No,Human Resources,1.0,3.0,1152.0,3.0,Male,37.0,4.0,1.0,,Human Resources
28,Travel_Frequently,773,Life Sciences,1,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,No,Research & Development,6.0,3.0,1154.0,3.0,Male,39.0,2.0,1.0,3.0,Research Scientist
18,Non-Travel,247,Medical,1,Single,1904,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0,Yes,Research & Development,,1.0,1156.0,3.0,Male,80.0,3.0,1.0,3.0,Laboratory Technician
33,Travel_Rarely,603,Marketing,1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3,Yes,Sales,9.0,4.0,1157.0,1.0,Female,7.0,3.0,2.0,,Sales Executive
41,Travel_Rarely,167,Life Sciences,1,Married,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0,No,Research & Development,12.0,4.0,1158.0,2.0,male,46.0,3.0,1.0,4.0,Laboratory Technician
31,Travel_Frequently,874,Medical,1,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2,Yes,Research & Development,15.0,3.0,1160.0,3.0,Ma,7.0,3.0,1.0,3.0,Laboratory Technician
37,Travel_Rarely,367,Medical,1,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,No,RESEARCH & DeVElopmeNt,25.0,2.0,1161.0,,Female,52.0,,2.0,4.0,Healthcare Representative
27,Travel_Rarely,199,Life Sciences,1,Married,2539,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2,No,Research & Development,6.0,3.0,1162.0,4.0,Male,55.0,2.0,1.0,3.0,Research Scientist
